Code,Name,High,Low,Close,Volume,Change,,
NA.PR.M,National Bank of Can. Pr,26.74,26.6,26.74,1200,0.04,,0.15
NA.PR.Q,National Bank Pref Serie,26.05,26,26.05,1200,0.04,,0.15
NA.PR.S,National Bank Pref Serie,25.61,25.52,25.56,11450,0.04,,0.16
NAF.UN,North American Financial,26.47,26.46,26.46,233,-0.44,,1.64
NAL,Newalta Corporation,21.95,21.3,21.35,46150,-0.48,,2.2
NBD,Norbord Inc.,23.25,22.74,22.8,95105,-0.29,,1.26
NBZ,Northern Blizzard Resour,16.72,16.36,16.46,9845,-0.34,,2.02
NCC.A,Newfoundland Capital Cor,8.56,8.25,8.45,119867,-0.24,,2.76
NCD.UN,North American Adv Cover,8.52,8.46,8.46,13400,-0.06,,0.7
NCF,Northcliff Resources Ltd,0.21,0.2,0.21,40339,0.01,,5
NCQ,Novacopper Inc,1.07,1.03,1.07,1100,0.02,,1.9
NCU,Nevada Copper Corp.,1.69,1.62,1.64,203339,0.05,,3.14
NDM,Northern Dynasty Mineral,0.57,0.53,0.53,20167,-0.01,,1.85
NDQ,Novadaq Technologies Inc,14.97,14.83,14.83,750,-0.56,,3.64
NEW.A,Newgrowth Cl A,36.51,36.5,36.5,1175,0,,0
NEW.PR.D,Newgrowth Corp Class B P,32.52,32.52,32.52,800,0.02,,0.06
NFI,New Flyer Industries Inc,13.32,12.96,13.02,28192,-0.21,,1.59
NFI.DB.U,New Flyer Industries Inc,119,119,119,5000,0.3,,0.22
NG,Novagold Res Inc.,3.13,3.06,3.06,83872,-0.02,,0.65
NGD,New Gold Inc.,5.5,5.3,5.46,602929,0.03,,0.55
NGD.WT.A,New Gold Inc. Warrants,0.82,0.78,0.78,13100,-0.04,,4.88
NGI.UN,Ndx Growth and Income Fu,9.1,9.05,9.05,3939,-0.05,,0.55
NGQ,Ngex Resources Inc.,1.83,1.63,1.73,33398,-0.11,,5.98
NHC,Northstar Healthcare Inc,1.36,1.24,1.24,73372,-0.11,,8.15
NI,Victory Nickel Inc.,0.39,0.38,0.38,35566,-0.01,,2.56
NIF.UN,Noranda Income Fund,5.35,5.3,5.35,21059,0.01,,0.19
NII,Norsat Intl,0.54,0.53,0.53,116723,0.01,,1.92
NIO,Niocan Inc J,0.05,0.05,0.05,1500,0,,0
NKO,Niko Res,0.96,0.81,0.91,750287,0.11,,13.75
NKO.NT,Niko Resources Ltd 7.00,26,25.75,26,29000,0.5,,1.96
NLN,Neulion Inc.,0.96,0.94,0.95,36551,-0.01,,1.04
NML,New Millennium Iron Corp,0.25,0.23,0.25,19019,0.02,,8.7
NOA,North American Energy Pa,7.33,6.93,6.99,26835,-0.34,,4.64
NPC,Napec Inc,0.9,0.87,0.9,8281,0,,0
NPF.UN,North American Preferred,22.12,22.11,22.11,9150,-0.04,,0.18
NPF.WT,North American Pref Shar,0.02,0.02,0.02,2635,0,,0
NPI,Northland Power Inc.,16.99,16.76,16.8,199682,-0.06,,0.36
NPI.DB.A,Northland Power Inc. 6.2,136,136,136,25000,0,,0
NPI.DB.B,Northland Power Inc 5.00,105.3,104.9,104.9,8000,-0.4,,0.38
NPI.PR.A,Northland Power Preferre,21.84,21.8,21.84,1000,0.02,,0.09
NPI.PR.C,Northland Power Inc Pref,25.33,25.12,25.12,3100,-0.06,,0.24
NPK,Verde Potash Plc,0.54,0.53,0.53,9700,-0.03,,5.36
NPR.UN,Northern Property REIT,28.44,28.05,28.3,25246,0.21,,0.75
NPS,Northern Power Systems C,4.25,4.25,4.25,500,-0.04,,0.93
NRE,Namibia Rare Earths Inc,0.18,0.18,0.18,5000,0,,0
NRF.UN,North American REIT Inco,9.64,9.53,9.53,3045,0.05,,0.53
NRF.WT,North American REIT Inc,0.02,0.02,0.02,12100,0.01,,100
NRG,Alter NRG Corp.,2.59,2.37,2.45,17472,0.26,,11.87
NRI,Nuvo Research Inc,4.8,4.65,4.68,29844,0.08,,1.74
NSI.PR.D,Nova Scotia Pr D,26.39,26.39,26.39,100,0.29,,1.11
NSU,Nevsun Res J,3.98,3.91,3.94,104244,0,,0
NTB,Neptune Technologies & B,1.93,1.85,1.85,61322,-0.08,,4.15
NUS,Nautilus Minerals Inc.,0.53,0.51,0.52,74930,-0.01,,1.89
NUX,New Pacific Metals Corp,0.27,0.23,0.23,17500,-0.04,,14.81
NVA,Nuvista Energy Ltd.,10.3,9.85,10.05,541831,-0.24,,2.33
NVC,Neovasc Inc,6,5.9,6,1400,0,,0
NVR,Nevada Iron Ltd,0.5,0.35,0.35,17166,-0.04,,10.26
NWC,The North West Company I,23.08,22.69,22.96,70138,0.34,,1.5
NWH.DB,Northwest Healthcare Pro,103.5,103.5,103.5,8000,0.5,,0.45
NWH.UN,Northwest Healthcare Pro,9.83,9.64,9.82,41006,0.08,,0.82
NWI,Nuinsco Res J,0.02,0.01,0.01,65040,0,,0
NXC,Nexc Partners Corp,10.72,10.72,10.72,400,0.1,,0.94
NXJ,Nexj Systems Inc,1.51,1.5,1.5,43400,0.04,,2.74
OBM,Oban Mining Corporation,0.14,0.14,0.14,54000,-0.01,,6.67
OCS.UN,Ocp Credit Strategy Fund,9.19,8.93,9.11,34163,0.08,,0.89
OCV.UN,Convertible Debentures I,8.35,8.33,8.35,7601,0.03,,0.36
OCX,Onex Corporation Sv,61.54,60.75,60.75,111816,-0.45,,0.74
ODI.UN,Oleary Canadian Diversif,11.66,11.58,11.58,2700,-0.18,,1.53
OER,Oando Energy Resources I,1.65,1.6,1.6,15400,-0.1,,5.88
OFR.UN,Floating Rate Income Fun,10.2,10.11,10.11,1150,-0.09,,0.88
OGC,Oceanagold Corporation,2.34,2.26,2.33,446410,0.03,,1.3
OGD,Orbit Garant Drilling In,1.3,1.25,1.3,11000,0,,0
OGF.UN,Aston Hill Oil and Gas I,4.57,4.41,4.42,13964,-0.18,,3.91
OLY,Olympia Financial Group,36.25,36.15,36.15,671,-0.1,,0.28
OMI,Orosur Mining Inc,0.2,0.19,0.19,118038,-0.01,,5
OMN,Oracle Mining Corp,0.06,0.05,0.06,30166,0,,0
ONC,Oncolytics Bio,0.61,0.57,0.58,42963,-0.01,,1.69
OPM,Opta Minerals Inc.,2.06,2.06,2.06,120,0.12,,6.19
OR,Osisko Gold Royalties Lt,14.08,13.87,14.02,145661,0,,0
ORA,Aura Minerals Inc.,0.09,0.08,0.09,47003,0,,0
ORE,Orezone Gold Corporation,0.73,0.7,0.7,33229,0.01,,1.45
ORL,Orocobre Limited,2.7,2.68,2.7,1410,0.04,,1.5
ORT,Orbite Aluminae Inc,0.43,0.42,0.42,253155,0,,0
ORT.DB,Orbite Aluminae Inc 8.0,95.99,95.79,95.99,5000,0.99,,1.04
ORV,Orvana Minerals J,0.31,0.31,0.31,6200,0.01,,3.33
OSF.UN,Oil Sands Sector Fund,6.16,6.12,6.16,3279,0.01,,0.16
OSL.UN,Ocp Senior Credit Fund,10,9.97,9.97,53014,-0.03,,0.3
OSU,Orsu Metals Corporation,0.03,0.03,0.03,1500,0,,0
OTC,Open Text Corp,62.89,62.09,62.27,196789,-0.07,,0.11
OUY.U,Oleary US Strategic Yiel,9.96,9.96,9.96,1000,0.1,,1.01
OUY.UN,Oleary US Strategic Yiel,9.8,9.8,9.8,1800,0,,0
OXC,Oryx Petroleum Corporati,10.08,10.08,10.08,540,-0.02,,0.2
OXF,First Asset Can-Energy C,6.26,6.18,6.2,10350,0.04,,0.65
OXF.A,First Asset Can-Energy C,6.24,6.24,6.24,2201,-0.09,,1.42
P,Primero Mining Corp,5.18,4.96,5.17,347092,0.14,,2.78
P.DB.U,Primero Mining Corp 6.50,101.8,101.5,101.5,270000,-0.5,,0.49
P.WT,Primero Mining Corp Wts,0.29,0.29,0.29,5500,0,,0
P.WT.B,Primero Mining Corp Wts,0.01,0.01,0.01,12000,0,,0
PAA,Pan American J,11.82,11.51,11.56,217373,-0.05,,0.43
PAR.DB,Partners REIT 8 Pct Debs,101,101,101,20999,0.1,,0.08
PAR.DB.A,Partners REIT 6 Pct Debs,91,89.01,89.01,36000,-1.99,,2.19
PAR.DB.B,Partners REIT 5.5 Pct De,93,92.5,93,36000,0.5,,0.54
PAR.UN,Partners REIT Units,4.1,4,4.08,8750,0.02,,0.49
PBD,Purpose Total Return Bon,20.23,20.18,20.21,1863,0.01,,0.05
PBH,Premium Brands Holdings,24.33,24,24.2,27861,0.05,,0.21
PBH.DB,Premium Brands Holdings,166.3,166.3,166.3,4000,0,,0
PBH.DB.A,Premium Brands Holdings,107.9,107.9,107.9,20000,3.4,,3.23
PBH.DB.B,Premium Brands Holdings,103.5,103.5,103.5,4000,-0.5,,0.48
PBH.DB.C,Premium Brands Hld Corp,103.1,103.1,103.1,2000,-0.4,,0.39
PBI,Purpose Best Ideas Fund,21.48,21.48,21.48,160,0,,0
PBL,Pollard Banknote Limited,5,4.73,5,6473,0.25,,5.26
PBU.UN,Precious Metals Bullion,10.62,10.37,10.62,8200,0.02,,0.19
PBY.UN,Canso Credit Income Fund,11.7,11.65,11.7,30288,0.04,,0.34
PCD.UN,Pathfinder Conv Debentur,11.1,11,11,3500,-0.1,,0.9
PCU.UN,Premier Canadian Income,2.85,2.85,2.85,300,0,,0
PCY,Prophecy Coal Corp,0.05,0.05,0.05,199800,0,,0
PD,Precision Drilling Corpo,11.45,11.08,11.19,738774,-0.09,,0.8
PDC,Powershares CDN Div Idx,26.08,25.9,25.9,5903,-0.03,,0.12
PDF,Purpose Core Dividend Fu,24.6,24.51,24.51,1525,-0.01,,0.04
PDL,N A Palladium,0.22,0.2,0.21,157993,0.01,,5
PDL.DB,North American Palladium,58,58,58,22000,0,,0
PDN,Paladin Energy Ltd.,0.37,0.36,0.37,257315,0.01,,2.78
PDV,Prime Dividend Corp. Cl,8.32,8.15,8.2,3000,-0.14,,1.68
PDV.PR.A,Prime Dividend Corp Pref,10.18,10.18,10.18,300,-0.02,,0.2
PEG,Pattern Energy Group Inc,34.91,34.66,34.66,300,-0.96,,2.7
PEY,Peyto Exploration and Dv,34.92,34.14,34.41,170284,-0.24,,0.69
PFB,Pfb Corp,4.36,4.36,4.36,500,0.04,,0.93
PFD.U,Limited Duration Inv Gra,23.45,23.45,23.45,4300,0.01,,0.04
PFD.UN,Limited Duration Inv Gr,23.6,23.52,23.55,11547,-0.05,,0.21
PFH,Powershares HY Corp Bond,20.72,20.67,20.67,2343,-0.03,,0.14
PFL,Powershares 1 To 3 Yr La,19.99,19.99,19.99,100,0.01,,0.05
PFR.UN,Advantaged Preferred Sha,21.35,21.33,21.35,925,0.02,,0.09
PG,Premier Gold Mines Ltd.,2.65,2.47,2.61,474550,0.1,,3.98
PGD,Peregrine Diamonds Ltd.,0.22,0.2,0.22,223557,0.02,,10
PGD.RT,Peregrine Diamonds Ltd R,0.01,0.01,0.01,2038617,0,,0
PGF,Pengrowth Energy Corpora,5.54,5.31,5.34,792629,-0.09,,1.66
PGF.DB.A,Pengrowth Energy Corp 6.,100.7,100.6,100.6,5000,-0.1,,0.09
PGF.DB.B,Pengrowth Energy Corp 6.,104,104,104,32000,-0.5,,0.48
PGI.UN,Pimco Global Inc Opportu,9.63,9.52,9.63,67027,0.02,,0.21
PGL,Powershares Ultra Liquid,22.14,22.14,22.14,650,0.14,,0.64
PHE,Purpose Tactical Hedged,22.49,22.49,22.49,531,-0.06,,0.27
PHE.B,Purpose Tactical Hedged,20.24,20.24,20.24,162,0,,0
PHR,Purpose Duration Hedged,20.27,20.27,20.27,200,-0.26,,1.27
PHS.U,Sprott Physical Silver T,6.94,6.83,6.94,2623,0.16,,2.36
PHX,Phx Energy Services Corp,13,12.67,12.96,28426,-0.03,,0.23
PHY.U,Sprott Physical Gold Tru,9.94,9.84,9.93,10902,0.09,,0.91
PIC.A,Premium Income A,8.75,8.48,8.48,12295,-0.08,,0.93
PIC.PR.A,Premium Income Pr,15.97,15.81,15.89,3657,0.09,,0.57
PIH,Pacific Insight Electron,4.61,4.61,4.61,1000,-0.04,,0.86
PIN,Purpose Monthly Income F,20.86,20.8,20.8,1527,-0.01,,0.05
PJC.A,Jean Coutu Group (Pjc) I,24.47,24.04,24.18,124904,0.13,,0.54
PKI,Parkland Fuel Corporatio,21.54,21.3,21.37,160266,-0.02,,0.09
PKI.DB,Parkland Fuel Corp. 6.5,147,146.1,146.5,80000,-3.5,,2.32
PKI.DB.A,Parkland Fuel Corp. 5.75,119.8,119.5,119.8,140000,0,,0.03
PLG,Pilot Gold Inc,1.03,0.97,0.99,212173,-0.06,,5.71
PLG.WT,Pilot Gold Inc Warrants,0.01,0.01,0.01,50000,0,,0
PLI,Prometic Life Sciences I,1.67,1.6,1.63,403909,0,,0
PLS,Polaris Minerals Corpora,2.11,1.93,1.99,13139,0.11,,5.85
PLT.DB,Parallel Energy Trust 6.,91.5,91.5,91.5,18000,-0.25,,0.27
PLT.UN,Parallel Energy Trust,3.83,3.74,3.78,109597,0.06,,1.61
PLZ.DB.B,Plazacorp Retail Prop 8.00 Pct Debs,102.2,102.2,102.2,120000,0.1,,0.09
PLZ.DB.C,Plaza Retail REIT 7.00 P,103,103,103,10000,0,,0
PLZ.DB.D,Plaza Retail REIT 5.75 P,102,97,97,17000,-5,,4.9
PLZ.UN,Plaza Retail REIT,3.93,3.93,3.93,13163,-0.02,,0.51
PMB.UN,Picton Mahoney Tactical,10.05,10,10.05,13890,0.1,,1.01
PME,Sentry Select Primary Me,3.05,2.91,2.97,83230,0.08,,2.77
PMT,Perpetual Energy Inc.,1.65,1.53,1.54,112809,-0.09,,5.52
PMT.DB.E,Perpetual Energy Inc. 7.,101.8,101.8,101.8,11000,0.1,,0.05
PNC.A,Postmedia Network Canada Corp,1.48,1.25,1.48,12500,-0.63,,29.86
PNC.B,Postmedia Network Canada Corp,2.5,2.49,2.5,759,0.25,,11.11
PNP,Pinetree Capital Ltd,0.23,0.21,0.23,582122,0.02,,9.52
PNP.DB,Pinetree Capital Ltd 10,79.5,79.5,79.5,13000,0.5,,0.63
POM,Polymet Mining Corp.,1.17,1.17,1.17,886,-0.02,,1.68
POT,Potash Corp of Sask Inc,37.22,36.6,36.92,1439545,0.19,,0.52
POU,Paramount Resources Ltd.,61.67,59.89,60.08,293868,-0.95,,1.56
POW,Power Corporation of Can,31.09,30.8,30.82,376656,-0.02,,0.06
POW.PR.A,Power Corp A Pr,25.21,25.19,25.21,5318,0.03,,0.12
POW.PR.B,Power Corp. Preferred Sh,25.09,24.96,25.09,6594,0.05,,0.2
POW.PR.C,Power Corp of Canada 5.8,25.47,25.36,25.45,19300,0.15,,0.59
POW.PR.D,Power Corp Non-Cum 1St,24.2,24.12,24.2,7931,0.04,,0.17
POW.PR.F,Power Corp 1St Pr,39.4,39.4,39.4,211,-0.35,,0.88
POW.PR.G,Power Corp of Canada 5.6,26.21,26.2,26.2,1300,-0.08,,0.3
PPL,Pembina Pipeline Corpora,47.84,46.7,47.13,1202268,0.5,,1.07
PPL.DB.C,Pembina Pipeline Corp 5.,166,165,165.5,448000,1.5,,0.93
PPL.DB.E,Pembina Pipeline Corp 5.,190,190,190,10000,0,,0
PPL.DB.F,Pembina Pipeline Corp. 5,158.6,158.6,158.6,20000,0.6,,0.35
PPL.PR.A,Pembina Pipeline Corp Pr,24.44,24.35,24.35,2851,-0.15,,0.61
PPL.PR.C,Pembina Pipeline Corp Pr,25.3,25.26,25.3,1100,0.14,,0.56
PPL.PR.E,Pembina Pipeline Corp Pr,26.08,26.05,26.05,4379,0,,0
PPL.PR.G,Pembina Pipeline Corp Pr,25.44,25.31,25.37,32525,-0.04,,0.16
PPS,Powershares CDN Pref Sha,17.96,17.92,17.96,1515,0.1,,0.56
PPT.U,Sprott Physical Platinum,8.6,8.49,8.6,3700,0.11,,1.3
PPY,Painted Pony Petroleum L,13.1,12.69,12.84,461433,-0.17,,1.31
PRA,Purpose Diversified Real Asset,21,21,21,300,0.05,,0.24
PRE,Pacific Rubiales Energy,18.16,17.86,17.91,1316349,-0.27,,1.49
PRF.UN,Pinebridge Inv Grade Pre,23.25,22.17,22.17,1920,-0.93,,4.03
PRI,Primary Energy Recycling,5.52,5.49,5.49,1900,-0.05,,0.9
PRK,Potash Ridge Corporation,0.25,0.25,0.25,2000,0.02,,8.7
PRU,Perseus Mining Limited,0.34,0.3,0.33,501878,0.03,,10
PRW,Petrowest Corporation,1.1,1.07,1.07,82953,-0.01,,0.93
PSA,Purpose High Interest Sa,50.01,50.01,50.01,2978,0.01,,0.02
PSB,Pwrshrs 1 To 5 Yr Ladde,19.41,19.4,19.4,2337,0.01,,0.05
PSD,Pulse Seismic Inc.,3.24,3.04,3.08,56807,-0.11,,3.45
PSF.UN,Preferred Share Investme,9.45,9.45,9.45,6400,0,,0
PSG,Performance Sports Group,18.2,17.9,18.05,69970,-0.02,,0.11
PSI,Pason Systems Inc.,30.74,30.46,30.67,90733,0.09,,0.29
PSK,Prairiesky Royalty Ltd,35,34.7,34.92,204633,0.14,,0.4
PSR,Polar Star Mining Corpor,0.04,0.04,0.04,4500,0,,0
PTB,Powershares Tactical Bon,19.45,19.41,19.44,5346,0.03,,0.15
PTM,Platinum Group Metals Lt,0.92,0.88,0.89,221982,-0.02,,2.2
PTQ,Petaquilla Minerals Ltd.,0.1,0.08,0.09,1158700,0.01,,12.5
PTS,Points International Ltd,18.5,18.11,18.11,1451,-0.77,,4.08
PTZ,Pethealth Inc.,2.77,2.77,2.77,12500,0,,0
PUR,Pure Technologies Ltd,8.13,7.96,7.97,33526,-0.04,,0.5
PVG,Pretium Resources Inc.,5.62,5.5,5.6,126098,0.01,,0.18
PVS.PR.A,Partners Value Split Cor,25.45,25.43,25.43,1000,0,,0
PVS.PR.B,Partners Value Split Cor,25.08,25.02,25.08,700,-0.02,,0.08
PVS.PR.C,Partners Value Split Cor,25.7,25.7,25.7,160,0,,0
PVS.PR.D,Partners Value Split Cor,24.35,24.35,24.35,2500,-0.05,,0.2
PWB,Pacific and Western Bank,5.8,5.76,5.8,1055,0.04,,0.69
PWC,Pwc Capital Inc,0.45,0.45,0.45,1561,0.02,,4.65
PWC.NT.C,Pwc Capital Inc 9 Pct Se,75,75,75,46000,0,,0
PWC.PR.A,Pacific & Western Cl A Cum Pr Shares,1.91,1.9,1.9,3000,0.09,,4.97
PWC.PR.B,Pwc Capital Inc Pref Cla,14.65,14.61,14.61,500,-0.14,,0.95
PWE,Powertech Uranium Corp.,0.05,0.04,0.04,16500,0,,0
PWF,Power Financial Corp.,34.28,33.87,33.9,224785,-0.09,,0.26
PWF.PR.A,Power Fin Ser A Pr,20.89,20.75,20.76,2378,0.01,,0.05
PWF.PR.E,Power Fin Ser D Pr,25.45,25.3,25.45,10160,0.15,,0.59
PWF.PR.F,Power Financial Corp. Pr,25.38,25.23,25.38,5304,0.05,,0.2
PWF.PR.G,Power Financial Corp 5.9,25.64,25.56,25.64,2150,0.09,,0.35
PWF.PR.H,Power Financial Corp 5.7,25.67,25.6,25.67,1293,0.09,,0.35
PWF.PR.I,Power Financial Corp 6%,25.73,25.62,25.66,4752,0,,0
PWF.PR.K,Power Fin Corp 4.95% Ser,24.4,24.4,24.4,662,-0.01,,0.04
PWF.PR.L,Power Financial Corp Ser,25.2,25.02,25.11,2192,0.02,,0.08
PWF.PR.O,Power Financial Corp 5.8,26.3,26.23,26.26,8750,-0.05,,0.19
PWF.PR.P,Pwr Fnl Corp 4.40 Non Cu,23.24,23.19,23.23,1650,0.08,,0.35
PWF.PR.R,Power Financial Corp 5.5,26.36,26.09,26.36,18766,0.26,,1
PWF.PR.S,Power Financial Corp Pre,24.09,24,24.05,6145,-0.04,,0.17
PWF.PR.T,Power Financial Corp 4.2,26.05,26.05,26.05,900,0,,0
PWT,Penn West Petroleum Ltd.,6.86,6.56,6.6,1985549,-0.17,,2.51
PXC,Powershr FTSE Rafi CAD I,24.44,24.43,24.44,5562,-0.06,,0.24
PXF,First Asset Dex Provincial Bond,9.83,9.81,9.83,1458,0.02,,0.2
PXT,Parex Resources Inc,11.62,11.29,11.45,500981,-0.1,,0.87
PXT.DB,Parex Resources Inc Deb,122.2,119,121.1,182999,1.9,,1.59
PXU,Powershr FTSE Rafi US Id,30.93,30.78,30.78,1010,-0.02,,0.06
PXX,Blackpearl Resources Inc,2.03,1.95,1.99,617704,-0.01,,0.5
PZA,Pizza Pizza Royalty Corp,13.44,13.31,13.41,11885,0.02,,0.15
PZG,Paramount Gold and Silve,0.92,0.85,0.86,26750,-0.04,,4.44
QBR.A,Quebecor Inc. Cl.A Mv,28.64,28.31,28.64,2000,0.91,,3.28
QBR.B,Quebecor Inc. Cl.B Sv,28.99,28.09,28.17,973783,-0.47,,1.64
QEC,Questerre Energy Corp,0.99,0.96,0.98,24223,-0.03,,2.97
QLT,Qlt Inc,4.74,4.7,4.7,600,-0.01,,0.21
QQC,Powershares QQQ CAD Hdg,35.58,35.25,35.25,8561,-0.23,,0.65
QRM,Quest Rare Minerals Ltd,0.17,0.16,0.16,61858,0,,0
QRM.WT,Quest Rare Minerals Ltd,0.05,0.05,0.05,2000,0.01,,25
QXM,F A Morningstar Nb Quebe,14.95,14.94,14.95,902,-0.01,,0.07
R,Romarco Minerals Inc.,0.67,0.59,0.65,1852298,0.02,,3.17
RBA,Ritchie Bros Auctioneers,25.92,25.61,25.77,74975,-0.12,,0.46
RBI,Rb Energy Inc,0.1,0.07,0.1,8087711,0.04,,66.67
RBM,Response Biomedical Corp,1.19,1.19,1.19,9800,-0.04,,3.25
RBN.UN,Blue Ribbon Income Fund,11.9,11.73,11.75,64071,-0.13,,1.09
RBO,RBC 1 To 5 Yr Laddered C,20.07,20.07,20.07,1177,0.01,,0.05
RBS,R Split III Corp. Capita,19.2,19.13,19.2,2200,0.23,,1.21
RBS.PR.B,R Split III Corp Pref Class B,13.89,13.89,13.89,990,-0.12,,0.86
RC,Rdm Corp,2.35,2.35,2.35,100,-0.01,,0.42
RCD,RBC Quant CDN Dividend L,21.18,21.18,21.18,901,0.05,,0.24
RCH,Richelieu Hardware,51.71,51.25,51.38,6338,-0.37,,0.71
RCI.A,Rogers Communications In,43.77,43.73,43.73,1232,0.23,,0.53
RCI.B,Rogers Communications In,42.97,42.41,42.5,654214,0.09,,0.21
RCL,Ridley Inc,24.19,23.91,24.19,702,-0.29,,1.18
RCO.UN,Middlefield Can Global R,10.06,10.06,10.06,544,0,,0
RDI,Rockwell Diamonds Inc,0.33,0.33,0.33,2000,0,,0
RDK,Redhawk Resources Inc,0.13,0.13,0.13,13750,-0.02,,13.33
RDL,Redline Communications G,3.05,3,3,6800,-0.05,,1.64
RE,Rock Energy Inc.,7.05,6.6,6.7,147569,-0.2,,2.9
REF.UN,CDN Real Estate Un,48.57,47.89,47.89,47097,-0.34,,0.7
REI.PR.A,Riocan Real Estate Inv T,25.26,25.15,25.15,1814,0,,0
REI.PR.C,Riocan REIT Pref Series,25.72,25.65,25.65,5050,0.02,,0.08
REI.UN,Riocan Real Est Un,25.79,25.63,25.63,274866,0.01,,0.04
REN,Renaissance Gold Inc,0.36,0.35,0.35,9584,-0.01,,2.78
RES,Rare Element Resources L,0.7,0.65,0.65,23239,-0.05,,7.14
RET,Reitmans Canada,6.09,5.99,6.06,1117,0.1,,1.68
RET.A,Reitmans (Canada) Ltd.,6.4,6.22,6.29,29702,0.06,,0.96
RFP,Resolute Forest Products,18.17,17.98,18.17,575,0.03,,0.17
RGL,Royal Gold J,72.94,71.14,72.94,4454,0.24,,0.33
RGX,Argex Titanium Inc,0.7,0.68,0.68,119844,-0.01,,1.45
RIB.UN,Ridgewood CAD Invest Gra,13.25,13.25,13.25,100,0,,0
RIC,Richmont Mines,2.24,2.15,2.24,34100,0.05,,2.28
RID,RBC Quant EAFE Div Leade,20.33,20.14,20.14,2840,-0.2,,0.98
RID.U,RBC Quant EAFE Div Leade,18.05,18.01,18.05,3595,0.12,,0.67
RIO,Rio Alto Mining Limited,2.56,2.39,2.54,1291078,0.16,,6.72
RIT.UN,First Asset Canadian Rei,12.93,12.82,12.84,8812,0,,0
RKN,Redknee Solutions Inc.,3.72,3.55,3.61,114743,-0.11,,2.96
RLC,Regal Lifestyle Communit,8.75,8.36,8.4,37707,-0.15,,1.75
RLC.DB,Regal Lifestyle Communit,105.1,105.1,105.1,14000,0.1,,0.05
RME,Rocky Mountain Dealershi,10.74,10.36,10.41,34282,-0.23,,2.16
RMM.DB.A,Retrocom Mid Mkt REIT 6.75 Deb A,101.8,101.8,101.8,10000,0,,0
RMM.DB.B,Retrocom REIT 5.45 Deb B,98.12,98.12,98.12,35000,0.12,,0.12
RMM.DB.C,Retrocom REIT 5.50 Deb C,94.04,93.95,93.95,12000,-0.55,,0.58
RMM.UN,Retrocom REIT Units,4.26,4.24,4.25,65510,-0.01,,0.23
RMP,Rmp Energy Inc,6.46,6.18,6.33,1304526,-0.14,,2.16
RMX,Rubicon Minerals Corp.,1.44,1.4,1.43,628856,0.02,,1.42
RMX.WT,Rubicon Minerals Corp Wa,0.08,0.08,0.08,364000,0,,0
RN,Rio Novo Gold Inc,0.08,0.06,0.07,31250,-0.01,,12.5
RNW,Transalta Renewables Inc,11.5,11.4,11.44,17666,-0.06,,0.52
RNX,Royal Nickel Corporation,0.42,0.42,0.42,36747,0,,0
RNX.WT,Royal Nickel Corporation,0.11,0.11,0.11,1000,0.03,,37.5
RON,Rona Inc.,13.93,13.71,13.77,133603,-0.01,,0.07
RON.PR.A,Rona Inc Class A Preferr,21.56,21.5,21.55,9286,-0.01,,0.05
RPG,Ram Power Corp.,0.02,0.01,0.01,174876,0,,0
RPG.WT.A,Ram Power Corp Wts Class A,0.01,0.01,0.01,1000,-0.01,,50
RPI.UN,Richards Packaging Incom,13.35,13.3,13.35,13550,0.25,,1.91
RQB,RBC Target 2014 Corp Bon,18.79,18.79,18.79,635,0.01,,0.05
RQC,RBC Target 2015 Corp Bon,19.34,19.34,19.34,1460,0,,0
RQD,RBC Target 2016 Corp Bon,19.53,19.52,19.53,1131,0.01,,0.05
RQE,RBC Target 2017 Corp Bon,19.86,19.86,19.86,5759,0.01,,0.05
RQF,RBC Target 2018 Corp Bon,19.9,19.9,19.9,5786,-0.01,,0.05
RQG,RBC Target 2019 Corp Bon,20.21,20.15,20.21,2312,0.07,,0.35
RQH,RBC Target 2020 Corp Bon,20.35,20.35,20.35,2250,-0.05,,0.25
RQI,RBC Target 2021 Corp Bon,20,20,20,179,0,,0
RRF.UN,Raven Rock Strategic Inc,9.3,9.25,9.3,3500,0.13,,1.42
RRX,Raging River Exploration,8.62,8.26,8.48,964231,-0.05,,0.59
RSC,Strateco Resources Inc.,0.03,0.02,0.02,719600,-0.01,,33.33
RSI,Rogers Sugar Inc,4.64,4.54,4.55,96016,-0.04,,0.87
RSI.DB.C,Rogers Sugar Inc. 5.70 Debs,103.3,103,103.3,59000,0.8,,0.73
RSI.DB.D,Rogers Sugar 5.75 Pct Co,103.5,103.5,103.5,20000,0,,0
RTCM,S&P/TSX Income Trust,184.4,183.4,183.4,0,-0.1,,0.08
RTG,Rtg Mining Inc,0.91,0.9,0.9,25000,0,,0
RTG.WT,Rtg Mining Inc Wts,0.2,0.2,0.2,2000,0,,0
RTK,Artek Exploration Ltd,2.7,2.57,2.58,275531,-0.08,,3.01
RTRE,S&P/TSX Capped REIT,158.5,157.8,157.8,0,-0.2,,0.13
RTU.UN,CDN Resources Un,14.16,14.1,14.1,1400,0,,0
RUD,RBC Quant US Div Leaders,22,21.85,21.85,4081,-0.25,,1.13
RUD.U,RBC Quant US Div Leaders,19.59,19.59,19.59,3100,-0.03,,0.15
RUS,Russel Metals,34.65,34.22,34.28,99950,0.1,,0.29
RUS.DB,Russel Metals Inc 7.75%,135,134.2,135,573000,-1.7,,1.21
